Jogo;Dia;Hora;Prova;SÉrie;Equipas;Pavilhão;1º Árbitro;2º Árbitro;JL;JL2
1840;04/03/2023;18:00;CNJUVF;C;V4A - SLB;ESC. SEC. CASCAIS;BRUNO SILVA;;;
1308;04/03/2023;19:00;CNSFIII;TF;CVO - GDSC;PAV. MUN. SÃO JULIÃO DA BARRA;CARLOS SILVA;;;
1721;04/03/2023;17:00;CNJM;C;CVO - CVL;PAV. MUN. SÃO JULIÃO DA BARRA;CARLOS SILVA;;;
1405;04/03/2023;13:00;TAP JUVENIS;C;AMN - CFB;ESC. SEC. DANIEL SAMPAIO;CARLOTA BRAGA;;;
1239;04/03/2023;18:00;CNJBF;2ªF - SU;SPORTING_CP - FILIPA_LENC;MULTIDESPORTIVO SCP;CATARINA RODRIGUES;;;
1126;04/03/2023;18:00;CNJBF;2ªF - SP;CF_BELENENSES - AV_ATLÂNTICO;PAV. ACÁCIO ROSA - RESTELO;GABRIELA RODRIGUES;;;
2291;04/03/2023;12:00;CNFCAD;D;CFB - ACA;PAV. ACÁCIO ROSA - RESTELO;GABRIELA SANTOS;;;
1751;04/03/2023;17:00;CNJM;D;HNV - VCS;ESC. SÃO GONÇALO;HENRIQUE LOPES;;;
1309;04/03/2023;17:00;CNSFIII;TF;AMN - EFL;ESC. SEC. DANIEL SAMPAIO;HUGO CRUZ;;;
1342;04/03/2023;15:00;TAP JUNIOR;B;SCT - FCA B;PAV. SC TORRES;INÊS PEREIRA;;;
1602;04/03/2023;15:00;CNJF;C;AVA - ADM;COL. ATLÂNTICO;ION ANDRUSENCO;;;
2182;04/03/2023;11:00;CNMCAD;D;CVO - SCT;PAV. MUN. SÃO JULIÃO DA BARRA;MADALENA PAIS;;;
1334;04/03/2023;19:00;NSMIII;PS;AV_ATLA - VC_SETU;COL. ATLÂNTICO;MARIA FERREIRA;;;
2164;04/03/2023;12:00;CNMCAD;C;SLB - LOUSÃ_VC;ESC. GENERAL HUMBERTO DELGADO;MARIANA CASTRO;;;
1390;04/03/2023;15:00;TAP JUVENIS;B;GDSC - CRP;PAV. GUILHERME PINTO BASTO;MARIANA TIMÓTEO;;;
662;04/03/2023;17:00;CNJB1F;ÚNICA;SL_BENFICA - PV2014;PAV. 1 EST. UNIVERSITÁRIO;MICHELLE FERREIRA;;;
1868;04/03/2023;15:00;CNJUVF;D;SV - ACA;EB2/3 ALTO DOS MOINHOS - TERRUGEM;PAULO DUQUE;;;
1237;04/03/2023;15:00;CNJBF;2ªF - SU;ODIVELAS_SC - FAMÔES_CA;ESC. SEC. CANEÇAS;PEDRO MOUTA;;;
1238;04/03/2023;17:00;CNJBF;2ªF - SU;GC_PORTUGUÊS - CR_PIEDENSE;LICEU PEDRO NUNES;RODRIGO ANDRADE;;;
1406;04/03/2023;15:00;TAP JUVENIS;C;GDS - P_LOURES;PAV. MUN. SAMPAIO;RUI CASTANHEIRA;;;
1045;04/03/2023;17:00;NSMI;A2;SCALDAS - ALA ALV;RAINHA DªLEONOR-CALDAS RAINHA;RUI REIS;DANIEL FERNANDES;;
866;04/03/2023;15:00;CNJBM;ÚNICA;MTBA - FAMOES_CA;EB2/3 D. CARLOS I;SANDRA BENTES;;;
959;04/03/2023;17:00;NSMI;A;SCPORT. - ESMO GC;PAV. JOÃO ROCHA - LISBOA;SOFIA COSTA;SANDRA DEVEZA;GONÇALO RAMOS;NICOLE SOUSA;
1978;04/03/2023;15:00;CNJUVM;D;MTBA - AVA;PAV. MTBA;SUSANA SALGADO;;;
1074;05/03/2023;16:00;NSFI;A2;CSMADEI - BOAVIST;PAV. ESC.SEC.FRANCISCO FRANCO;ALEXANDRE RIBEIRO;CANDIDA SOUSA;;
1632;05/03/2023;15:00;CNJF;D;CSJB - CDAV;COL. SÃO JOÃO DE BRITO;ANDRÉ CARVALHO;;;
2260;05/03/2023;18:00;CNFCAD;C;CSJB - SOM;COL. SÃO JOÃO DE BRITO;ANDRÉ CARVALHO;;;
1977;05/03/2023;18:00;CNJUVM;D;CVL - SCC;ESC. CAMILO CASTELO BRANCO;ANDRÉ CORREIA;;;
1310;05/03/2023;16:00;CNSFIII;TF;CVL - VCS;ESC. CAMILO CASTELO BRANCO;ANDRÉ CORREIA;;;
867;05/03/2023;15:00;CNJBM;ÚNICA;CN_GINÁSTICA - AM_NOGUEIRA;COMPLEXO CNG;CARLOS SILVA;;;
2289;05/03/2023;11:00;CNFCAD;D;CRP - AVA;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
1601;05/03/2023;17:00;CNJF;C;LVC - SLB;PAV. PROF. TEOTÓNIO LIMA;CATARINA RODRIGUES;;;
2259;05/03/2023;15:00;CNFCAD;C;LVC - MTBA;PAV. PROF. TEOTÓNIO LIMA;CATARINA RODRIGUES;;;
1958;05/03/2023;11:00;CNJUVM;C;CNG - OSC;COMPLEXO CNG;CLARA OLARU;;;
1391;05/03/2023;15:00;TAP JUVENIS;B;EFL - ESMT;ESC. FILIPA DE LENCASTRE;DANIEL FONSECA;;;
1452;05/03/2023;15:00;NSFIII;PS;O.S.C. - CARRUPE;ESC. SEC. BRAAMCAMP FREIRE;GONÇALO MONTEIRO;;;
1603;05/03/2023;12:00;CNJF;C;SCP - ACA;PAV. JOÃO ROCHA - LISBOA;HENRIQUE LOPES;;;
1631;05/03/2023;15:00;CNJF;D;MT - SV;ESC. SEC. MADEIRA TORRES;HUGO CRUZ;;;
1633;05/03/2023;17:00;CNJF;D;LV - LOUSÃ_VC;ESC. PEDRO EANES LOBATO;INÊS MIGUEL;;;
1450;05/03/2023;17:00;NSFIII;PS;FAMOES - CSALES;PAV. MUN. SUSANA BARROSO;JORGE REIS;;;
1338;05/03/2023;17:00;NSMIII;PS;VC_SETU - F_LOULE;PAV. MUN. ARANGUÊS;MARIA FERREIRA;;;
1392;05/03/2023;17:00;TAP JUVENIS;B;GCP - RCS;LICEU PEDRO NUNES;MARIA JOÃO;;;
1381;05/03/2023;11:00;TAP JUVENIS;A;OSC - AVP;ESC. SEC. BRAAMCAMP FREIRE;MARIANA CASTRO;;;
1380;05/03/2023;19:00;TAP JUVENIS;A;ADM A - CVO;EXT. MARISTAS DE LISBOA;MARTA PAULA;;;
2064;05/03/2023;17:00;NSFII;SU;CNGINAS - CRPIEDENSE;COMPLEXO CNG;MICHELLE FERREIRA;CARLOS SILVA;;
2163;05/03/2023;17:00;CNMCAD;C;SCP - VCS;PAV. MUN. CASAL VISTOSO;PEDRO MATOS;;;
2290;05/03/2023;15:00;CNFCAD;D;SCP - UR_MIRENSE;PAV. MUN. CASAL VISTOSO;PEDRO MATOS;;;
870;05/03/2023;18:00;CNJBM;ÚNICA;SPORTING_CP - CD_ALVERCA V;MULTIDESPORTIVO SCP;PEDRO MOUTA;;;
1341;05/03/2023;15:00;TAP JUNIOR;B;EFL - CNG;ESC. FILIPA DE LENCASTRE;RICARDO MADEIRA;;;
2261;05/03/2023;17:00;CNFCAD;C;CVO - VIV_ALMA;EB. SOPHIA MELLO BREYNER;RODRIGO ANDRADE;;;
2181;05/03/2023;13:00;CNMCAD;D;GBV - AVA;ES. GAMA BARROS - CACÉM;RUI CASTANHEIRA;;;
868;05/03/2023;19:00;CNJBM;ÚNICA;SINTRA_V - SC_CALDAS;EB2/3 ALTO DOS MOINHOS - TERRUGEM;SAMUEL PATRÃO;;;
586;05/03/2023;15:00;CNJB1M;ÚNICA;CV_OEIRAS - VC_VIANA;PAV. MUN. SÃO JULIÃO DA BARRA;SAMUEL PATRÃO;;;
869;05/03/2023;19:00;CNJBM;ÚNICA;ODIVELAS_SC - CP_ARRUPE;ESC. SEC. CANEÇAS;SANDRA BENTES;;;
1753;05/03/2023;17:00;CNJM;D;OSC - FIGUEIRA;ESC. SEC. CANEÇAS;SANDRA BENTES;;;
1016;05/03/2023;16:00;NSFI;A;SCPORT. - VILACON;PAV. JOÃO ROCHA - LISBOA;SERGIO PEREIRA;DANIEL FERNANDES;ION ANDRUSENCO;GABRIELA RODRIGUES;
584;05/03/2023;18:00;CNJB1M;ÚNICA;SL_BENFICA - ALA_GOND;PAV. 1 EST. UNIVERSITÁRIO;SOFIA COSTA;;;
1314;18/03/2023;15:00;CNSFIII;TF;VCS - GDSC;PAV. MUN. ARANGUÊS;ALEXANDRE RIBEIRO;;;
2167;18/03/2023;17:00;CNMCAD;C;VCS - LOUSÃ_VC;PAV. MUN. ARANGUÊS;ALEXANDRE RIBEIRO;;;
2676;18/03/2023;15:00;CNMINF;C;SCP - CVO;EB FERNANDO PESSOA;ANDRÉ CARVALHO;;;
2363;18/03/2023;17:00;CNMINI;C;SCP - CVO;EB FERNANDO PESSOA;ANDRÉ CARVALHO;;;
1136;18/03/2023;15:00;CNJBF;2ªF - SP;CN_GINÁSTICA - SC_BRAGA;COMPLEXO CNG;ANDRÉ CORREIA;;;
1459;18/03/2023;15:00;NSFIII;PS;FAMOES - O.S.C.;PAV. MUN. SUSANA BARROSO;CARLOS SILVA;;;
1346;18/03/2023;17:00;NSMIII;PS;FAMOES - CCSERPA;PAV. MUN. SUSANA BARROSO;CARLOS SILVA;;;
1245;18/03/2023;15:00;CNJBF;2ªF - SU;FAMÕES_CA - SO_MARINHENSE;ESC. SEC. BRAAMCAAMP FREIRE;CAROLINA TAVARES;;;
1407;18/03/2023;17:00;TAP JUVENIS;C;FCA - ADM B;ESC. SEC. BRAAMCAAMP FREIRE;CAROLINA TAVARES;;;
1331;18/03/2023;11:00;TAP JUNIOR;A;MTBA - RCS;PAV. MTBA;GABRIELA RODRIGUES;;;
2296;18/03/2023;10:00;CNFCAD;D;SCP - CRP;MULTIDESPORTIVO SCP;GONÇALO RAMOS;;;
2168;18/03/2023;12:00;CNMCAD;C;SCP - SLB;MULTIDESPORTIVO SCP;GONÇALO RAMOS;;;
2598;18/03/2023;15:00;CNFINF;C;MT - SOM;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
1759;18/03/2023;17:00;CNJM;D;HNV - QUARTEIRA;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
1874;18/03/2023;17:00;CNJUVF;D;SV - LVC;EB2/3 ALTO DOS MOINHOS - TERRUGEM;ION ANDRUSENCO;;;
2076;18/03/2023;15:00;NSFII;U;CFBELEN - VIAN VC;PAV. ACACIO ROSA- RESTELO;JORGE REIS;DANIEL FERNANDES;;
1844;18/03/2023;15:00;CNJUVF;C;CSJB - V4A;COL. SÃO JOÃO DE BRITO;MARGARIDA FORMIGA;;;
1134;18/03/2023;17:00;CNJBF;2ªF - SP;CSJ_BRITO - CF_BELENENSES;COL. SÃO JOÃO DE BRITO;MARGARIDA FORMIGA;;;
1315;18/03/2023;17:00;CNSFIII;TF;EFL - CVO;ESC. FILIPA LENCASTRE;MARIA FERREIRA;;;
1794;18/03/2023;11:00;TAP INF;E;CSJB A - EFL;COL. SÃO JOÃO DE BRITO;MARTA PAULA;;;
1401;18/03/2023;15:00;TAP JUVENIS;B;GDSC - GCP;PAV. GUILHERME PINTO BASTO;MARTA RALHA;;;
1349;18/03/2023;16:00;TAP JUNIOR;B;CVL - FCA B;ESC. SEC. CAMILO CASTELO BRANCO;MICHELLE FERREIRA;;;
1316;18/03/2023;18:00;CNSFIII;TF;CVL - AMN;ESC. SEC. CAMILO CASTELO BRANCO;MICHELLE FERREIRA;;;
2618;18/03/2023;15:00;CNFINF;D;SLB - LOUSÃ_VC;PAV. 1 EST. UNIVERSITÁRIO;NICOLE SOUSA;;;
668;18/03/2023;17:00;CNJB1F;ÚNICA;SL_BENFICA - SC_ARCOZELO;PAV. 1 EST. UNIVERSITÁRIO;NICOLE SOUSA;;;
2186;18/03/2023;13:00;CNMCAD;D;GBV - CVO;ES. GAMA BARROS - CACÉM;PAULO DUQUE;;;
1248;18/03/2023;18:00;CNJBF;2ªF - SU;AD_MARISTA - SPORTING_CP;EXTERNATO MARISTAS LISBOA;RICARDO MADEIRA;;;
2495;18/03/2023;17:00;CNFINI;D;CNG - SCP;COMPLEXO CNG;RODRIGO ANDRADE;;;
2675;18/03/2023;14:30;CNMINF;C;SLB - SOM;ESC. GENERAL HUMBERTO DELGADO;RUI CASTANHEIRA;;;
2364;18/03/2023;17:00;CNMINI;C;SLB - CNG;ESC. GENERAL HUMBERTO DELGADO;RUI CASTANHEIRA;;;
2700;18/03/2023;18:30;NSMI-ELITE;#2;SCPORT. - AJFB;PAV. JOÃO ROCHA - LISBOA;RUI REIS;PEDRO PINTO;SAMUEL PATRÃO;CATARINA RODRIGUES;
1845;18/03/2023;20:30;CNJUVF;C;SCP - SLB;PAV. JOÃO ROCHA - LISBOA;SAMUEL PATRÃO;;;
2265;18/03/2023;19:00;CNFCAD;C;CVO - MTBA;MUN. S. JULIÃO DA BARRA-OEIRAS;SANDRA BENTES;;;
1248;18/03/2023;17:00;NSMII;P;OEIRAS - ATL.MAD;MUN. S. JULIÃO DA BARRA-OEIRAS;SERGIO PEREIRA;SOFIA COSTA;;
1729;18/03/2023;15:00;CNJM;C;CVO - ESTRELA STO ANDRÉ;MUN. S. JULIÃO DA BARRA-OEIRAS;SOFIA COSTA;;;
2475;18/03/2023;15:00;CNFINI;C;EP - CRP;COL. AMOR DE DEUS;SUSANA SALGADO;;;
1889;18/03/2023;18:00;TAP INIC;C;EP - CFB A;COL. AMOR DE DEUS;SUSANA SALGADO;;;
1907;19/03/2023;15:00;TAP INIC;E;EFL A - LV B;ESC. FILIPA LENCASTRE;ANDRÉ CARVALHO;;;
1246;19/03/2023;17:00;CNJBF;2ªF - SU;FILIPA_LENC - GINÁSIO_CP;ESC. FILIPA LENCASTRE;ANDRÉ CARVALHO;;;
2077;19/03/2023;17:00;NSFII;U;CNGINAS - LUSOFVC;COMPLEXO CNG;ANDRÉ CORREIA;ALEXANDRE RIBEIRO;;
1670;19/03/2023;19:00;TAP CAD;A;CNG - SL;COMPLEXO CNG;ANDRÉ CORREIA;;;
1318;19/03/2023;17:00;CNSFIII;TF;EFL - VCS;ESC. FILIPA LENCASTRE;CARLOS SILVA;;;
1319;19/03/2023;17:00;CNSFIII;TF;AMN - CVO;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
1330;19/03/2023;19:00;TAP JUNIOR;A;AMN - FCA A;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
1317;19/03/2023;15:00;CNSFIII;TF;GDSC - CVL;PAV. GUILHERME PINTO BASTO;DANIEL FERNANDES;;;
2185;19/03/2023;17:00;CNMCAD;D;AVA - SCT;COL. ATLÂNTICO;DIOGO SILVA;;;
2295;19/03/2023;19:30;CNFCAD;D;AVA - CFB;COL. ATLÂNTICO;DIOGO SILVA;;;
2266;19/03/2023;14:00;CNFCAD;C;CSJB - LVC;COL. SÃO JOÃO DE BRITO;GONÇALO RAMOS;;;
1962;19/03/2023;15:00;CNJUVM;C;SCT - OSC;PAV. SC TORRES;HENRIQUE LOPES;;;
1348;19/03/2023;17:00;TAP JUNIOR;B;SCT - CPA;PAV. SC TORRES;HENRIQUE LOPES;;;
1607;19/03/2023;15:00;CNJF;C;SCP - SLB;PAV. JOÃO ROCHA - LISBOA;HUGO CRUZ;;;
1879;19/03/2023;10:00;TAP INIC;B;SL - SCP;SALESIANOS DE LISBOA;INêS MIGUEL;;;
878;19/03/2023;15:00;CNJBM;ÚNICA;ODIVELAS_SC - AM_NOGUEIRA;ESC. SEC. CANEÇAS;ION ANDRUSENCO;;;
1757;19/03/2023;19:00;CNJM;D;OSC - VCS;ESC. SEC. CANEÇAS;ION ANDRUSENCO;;;
2078;19/03/2023;15:00;NSFII;U;CRPIEDE - ALA ALV;PAV. CR PIEDENSE;JORGE REIS;MICHELLE FERREIRA;;
1609;19/03/2023;12:00;CNJF;C;LVC - AVA;PAV. PROF. TEOTÓNIO LIMA;LEONOR CRUZ;;;
1898;19/03/2023;10:00;TAP INIC;D;CSJB - FCA B;COL. SÃO JOÃO DE BRITO;MADALENA PAIS;;;
1460;19/03/2023;17:00;NSFIII;PS;CARRUPE - AV_ATLA;COL. PEDRO ARRUPE;MARIA FERREIRA;;;
1878;19/03/2023;10:00;TAP INIC;B;ADM B - OSC B;EXTERNATO MARISTAS LISBOA;MARIA JOÃO;;;
2597;19/03/2023;12:30;CNFINF;C;ADM - CPA;EXTERNATO MARISTAS LISBOA;MARIA JOÃO;;;
2476;19/03/2023;19:30;CNFINI;C;CFB - CSJB;PAV. ACÁCIO ROSA - RESTELO;MARTA PAULA;;;
1982;19/03/2023;17:00;CNJUVM;D;MTBA - SCC;PAV. MTBA;MARTA RALHA;;;
1411;19/03/2023;10:00;TAP JUVENIS;C;ADM B - CFB;EXTERNATO MARISTAS LISBOA;MATILDE MARANHA;;;
1637;19/03/2023;15:00;CNJF;D;LV - SV;ESC. PEDRO EANES LOBATO;NICOLE SOUSA;;;
1669;19/03/2023;17:00;TAP CAD;A;LV - GDSC;ESC. PEDRO EANES LOBATO;NICOLE SOUSA;;;
2496;19/03/2023;17:00;CNFINI;D;SV - CVO;EB2/3 ALTO DOS MOINHOS - TERRUGEM;PAULO DUQUE;;;
876;19/03/2023;19:00;CNJBM;ÚNICA;SINTRA_V - MTBA;EB2/3 ALTO DOS MOINHOS - TERRUGEM;PAULO DUQUE;;;
880;19/03/2023;16:00;CNJBM;ÚNICA;CD_ALVERCA V - CP_ARRUPE;ESC. SEC. GAGO COUTINHO;PEDRO MOUTA;;;
2722;19/03/2023;18:00;NSFI-ELITE;#2;SCPORT. - LEIXOES;PAV. JOÃO ROCHA - LISBOA;PEDRO PINTO;SOFIA COSTA;CATARINA PEREIRA;HUGO CRUZ;
1329;19/03/2023;15:00;TAP JUNIOR;A;CFB - SL;PAV. MESQUITA DE LISBOA;RICARDO MADEIRA;;;
1795;19/03/2023;11:00;TAP INF;E;CVL - CPA;ESC. SEC. CAMILO CASTELO BRANCO;RODRIGO ANDRADE;;;
1981;19/03/2023;15:00;CNJUVM;D;CVL - AVA;ESC. SEC. CAMILO CASTELO BRANCO;RODRIGO ANDRADE;;;
1247;19/03/2023;11:00;CNJBF;2ªF - SU;CR_PIEDENSE - ODIVELAS_SC;PAV. CR PIEDENSE;RUI CASTANHEIRA;;;
877;19/03/2023;18:00;CNJBM;ÚNICA;SPORTING_CP - CN_GINÁSTICA;MULTIDESPORTIVO SCP;SAMUEL PATRÃO;;;
1672;19/03/2023;13:00;TAP CAD;A;AMN - CRP;ESC. SEC. DANIEL SAMPAIO;SANDRA BENTES;;;
1961;19/03/2023;15:00;CNJUVM;C;AMN - CNG;ESC. SEC. DANIEL SAMPAIO;SANDRA BENTES;;;
2717;19/03/2023;16:00;NSFI-ELITE;#1;CLUB K - AJMOREI;PAV. COMPL. DESP. LARANJEIRAS;SANDRA DEVEZA;BRUNO NORONHA;;
1779;19/03/2023;11:00;TAP INF;D;LV - GDSC;ESC. PEDRO EANES LOBATO;SUSANA SALGADO;;;
2739;01/04/2023;18:00;CNFJB1;SP;SLB - AJM/FCP;ESC. GENERAL HUMBERTO DELGADO;ALEXANDRE RIBEIRO;;;
1734;01/04/2023;15:00;CNJM;C;CNG - ACA;COMPLEXO CNG;ANDRÉ CARVALHO;;;
1142;01/04/2023;17:00;CNJBF;2ªF - SP;CN_GINÁSTICA - CF_BELENENSES;COMPLEXO CNG;ANDRÉ CARVALHO;;;
1355;01/04/2023;15:00;NSMIII;PS;FAMOES - AV_ATLA;PAV. MUN. SUSANA BARROSO;ANDRÉ CORREIA;;;
1468;01/04/2023;17:00;NSFIII;PS;FAMOES - CARRUPE;PAV. MUN. SUSANA BARROSO;ANDRÉ CORREIA;;;
1771;01/04/2023;11:00;TAP INF;C;CDAV - BR;ESC. SEC. GAGO COUTINHO;CARLA VENTURA;;;
1912;01/04/2023;16:00;TAP INIC;E;CDAV - LV B;ESC. SEC. GAGO COUTINHO;CARLA VENTURA;;;
1466;01/04/2023;17:00;NSFIII;PS;CSALES - SINES;SALESIANOS LISBOA;CARLOS SILVA;;;
1801;01/04/2023;11:00;TAP INF;E;EFL - LVC;ESC. FILIPA LENCASTRE;CARLOTA BRAGA;;;
1881;01/04/2023;15:00;CNJUVF;D;LVC - ACA;PAV. PROF. TEOTÓNIO LIMA;CAROLINA TAVARES;;;
1850;01/04/2023;10:00;CNJUVF;C;SCP - CSJB;PAV. JOÃO ROCHA;CATARINA PEREIRA;;;
2172;01/04/2023;12:00;CNMCAD;C;SCP - LOUSÃ_VC;PAV. JOÃO ROCHA;CATARINA PEREIRA;;;
1873;01/04/2023;19:00;TAP INIC;A;SV - P_LOURES;ALTO DOS MOINHOS - TERRUGEM;DANIEL FERNANDES;;;
2602;01/04/2023;15:00;CNFINF;C;MT - ADM;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
1784;01/04/2023;17:00;TAP INF;D;MT - CDAV B;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
1253;01/04/2023;15:00;CNJBF;2ªF - SU;SPORTING_CP - FAMOES_CA;MULTIDESPORTIVO SCP;HUGO CRUZ;;;
2480;01/04/2023;14:00;CNFINI;C;SLB - CSJB;ESC. GENERAL HUMBERTO DELGADO;INÊS MIGUEL;;;
1852;01/04/2023;16:00;CNJUVF;C;SLB - JAC;ESC. GENERAL HUMBERTO DELGADO;INÊS MIGUEL;;;
1751;01/04/2023;16:00;TAP INF;B;V4A - RCS;ESC. SEC. CASCAIS;ION ANDRUSENCO;;;
1851;01/04/2023;18:00;CNJUVF;C;V4A - SCC;ESC. SEC. CASCAIS;ION ANDRUSENCO;;;
1354;01/04/2023;17:30;NSMIII;PS;VC_SETU - CCSERPA;PAV. MUN. ARANGUÊS;JORGE REIS;;;
1303;01/04/2023;19:30;CNSFIII;TF;VCS - EFL;PAV. MUN. ARANGUÊS;JORGE REIS;;;
1665;01/04/2023;10:30;TAP CAD;A;SL - LV;SALESIANOS DE LISBOA;MADALENA PAIS;;;
2190;01/04/2023;15:00;CNMCAD;D;GBV - SCT;EB. ALFREDO DA SILVA - RIO DE MOURO;MARIA FERREIRA;;;
1254;01/04/2023;15:00;CNJBF;2ªF - SU;AD_MARISTA - GINÁSIO_CP;EXTERNATO MARISTAS LISBOA;MARIA JOÃO;;;
1741;01/04/2023;15:00;TAP INF;A;SV - CNG B;ALTO DOS MOINHOS - TERRUGEM;MARIANA TIMÓTEO;;;
1880;01/04/2023;17:00;CNJUVF;D;SV - MT;ALTO DOS MOINHOS - TERRUGEM;MARIANA TIMÓTEO;DANIEL FERNANDES;;
1765;01/04/2023;17:00;CNJM;D;HNV - FIGUEIRA;ESC. SÃO GONÇALO;MARTA RALHA;;;
1532;01/04/2023;17:00;NSMII;U;C VOLEI - FAC;ESC.B.I. SOPHIA MELLO BREYNER;MICHELLE FERREIRA;SERGIO PEREIRA;;
887;01/04/2023;15:00;CNJBM;ÚNICA;MTBA - ODIVELAS_SC;ESC. 2/3 D. CARLOS I;PEDRO MOUTA;;;
2703;01/04/2023;15:00;NSMI;#2;SCPORT. - AJFB;PAV. JOÃO ROCHA;RAQUEL PORTELA;RUI REIS;SAMUEL PATRÃO;CATARINA RODRIGUES;
2189;01/04/2023;15:00;CNMCAD;D;CVO - AVA;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
2369;01/04/2023;17:00;CNMINI;C;CVO - CNG;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
1144;01/04/2023;17:00;CNJBF;2ªF - SP;AV_ATLÂNTICO - CSJ_BRITO;COL. ATLÂNTICO;SANDRA BENTES;;;
2725;01/04/2023;18:00;NSFI;#2;SCPORT. - LEIXOES;PAV. JOÃO ROCHA;SANDRA DEVEZA;RAQUEL PORTELA;CATARINA RODRIGUES;SAMUEL PATRÃO;
1324;02/04/2023;18:00;CNSFIII;TF;EFL - AMN;ESC. FILIPA LENCASTRE;ALEXANDRE RIBEIRO;;;
1883;02/04/2023;16:00;TAP INIC;B;SCP - OSC B;MULTIDESPORTIVO SCP;ANDRÉ CARVALHO;;;
1764;02/04/2023;20:00;CNJM;D;SCP - OSC;MULTIDESPORTIVO SCP;ANDRÉ CARVALHO;;;
1903;02/04/2023;15:00;TAP INIC;D;OSC A - FCA B;ESC. SEC. BRAAMCAMP FREIRE;ANDRÉ CORREIA;;;
1470;02/04/2023;17:00;NSFIII;PS;O.S.C. - CSALES;ESC. SEC. BRAAMCAMP FREIRE;ANDRÉ CORREIA;;;
1882;02/04/2023;15:00;TAP INIC;B;SL - CFB B;SALESIANOS DE LISBOA;CARLA VENTURA;;;
1471;02/04/2023;17:00;NSFIII;PS;CARRUPE - SINES;COL. PEDRO ARRUPE;CARLOS SILVA;;;
1682;02/04/2023;12:00;TAP CAD;A;AMN - CNG;ESC. SEC. DANIEL SAMPAIO;CARLOTA BRAGA;;;
1872;02/04/2023;10:00;TAP INIC;A;FCA A - EFL B;ESC. SEC. CANEÇAS;CAROLINA TAVARES;;;
1325;02/04/2023;18:00;CNSFIII;TF;VCS - CVL;PAV. MUN. ARANGUÊS;CATARINA PEREIRA;;;
1965;02/04/2023;15:00;CNJUVM;C;AMN - SCT;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
888;02/04/2023;17:00;CNJBM;ÚNICA;AM_NOGUEIRA - SPORTING_CP;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
2601;02/04/2023;12:00;CNFINF;C;LVC - CPA;PAV. PROF. TEOTÓNIO LIMA;DANIEL BORGA;;;
889;02/04/2023;15:00;CNJBM;ÚNICA;FAMOES_CA - CP_ARRUPE;PAV. MUN. SUSANA BARROSO;DANIEL FERNANDES;;;
1472;02/04/2023;17:00;NSFIII;PS;FAMOES - JUVE SC;PAV. MUN. SUSANA BARROSO;DANIEL FERNANDES;;;
1418;02/04/2023;10:00;TAP JUVENIS;C;ADM B - AMN;EXT. MARISTAS DE LISBOA;DANIEL FONSECA;;;
1772;02/04/2023;16:00;TAP INF;C;SCP - VCS;MULTIDESPORTIVO SCP;DANIEL FONSECA;;;
1613;02/04/2023;15:00;CNJF;C;AVA - SLB;COL. ATLÂNTICO;DIOGO SILVA;;;
1404;02/04/2023;11:00;TAP JUVENIS;B;ESMT - GCP;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
1645;02/04/2023;17:00;CNJF;D;MT - LOUSÃ_VC;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
1256;02/04/2023;11:00;CNJBF;2ªF - SU;CR_PIEDENSE - FILIPA_LENC;PAV. CR PIEDENSE;HUGO CRUZ;;;
1469;02/04/2023;17:00;NSFIII;PS;AV_ATLA - AC_ALBU;COL. ATLÂNTICO;JORGE REIS;;;
2303;02/04/2023;18:00;CNFCAD;D;CFB - SCP;PAV. ACÁCIO ROSA - RESTELO;MARIA FERREIRA;;;
1707;02/04/2023;18:00;TAP CAD;B;EFL - CDAV;ESC. FILIPA LENCASTRE;MARIA JOÃO;;;
1614;02/04/2023;15:00;CNJF;C;ADM - SCP;EXT. MARISTAS DE LISBOA;MARTA RALHA;;;
1323;02/04/2023;15:00;CNSFIII;TF;GDSC - CVO;PAV. GUILHERME PINTO BASTO;MICHELLE FERREIRA;;;
1786;02/04/2023;17:00;TAP INF;D;GDSC - FCA A;PAV. GUILHERME PINTO BASTO;MICHELLE FERREIRA;;;
2273;02/04/2023;15:00;CNFCAD;C;CVO - CSJB;ESC.B.I. SOPHIA MELLO BREYNER;NICOLE SOUSA;;;
1643;02/04/2023;11:00;CNJF;D;CSJB - SV;COL. SÃO JOÃO DE BRITO;PAULO DUQUE;;;
2679;02/04/2023;15:00;CNMINF;C;GBV - SOM;EB. ALFREDO DA SILVA - RIO DE MOURO;PAULO DUQUE;;;
